rt_ref_link_id,rt_ref_link_id_old,orig_lang_abbrev,lex_ref_link_id,ref_id,ref_rt_index,word_id,ref_wd_index,reflex,category,gloss_orig,gloss_eng,questionable,notes,expanded_notes,original_text,created_by,last_updated_by,last_updated,rt_master_id,derivation,rt_index,orig_lang_abbrev_raw,lang_map_status
822,,,37147,pok,,,17921,ἦσθα,,sein,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,516,hom. att.,conflict
322,,,25521,pok,,,6299,φάτνη,,Krippe,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,226,hom. att. ,conflict
1253,,,46301,pok,,,27075,ζειαί,,Spelt,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,790,hom. att. ,conflict
3197,,,80677,pok,,,61462,σώζω,,"retten, erhalten",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2010,hom. att. ,conflict
3397,,,84656,pok,,,65441,οὐλή,,"Wunde, Narbe",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2133,hom. att. ,conflict
571,,,30972,pok,,,11746,δύ(ϝ)ο,,zwei,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,368,hom. att. dor.,conflict
2391,,,65801,pok,,,46591,ποτί ,,"πρός; gegen - hin, gegen, gegenüber; an, zu; an - hin, von-",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1544,hom. böot. lak.,conflict
539,,,30090,pok,,,10864,δραίνω ,,tue,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,346,hom. ion.,conflict
1458,,,49954,pok,,,30728,κοῦρος,,adulescens,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,926,hom. ion. ,conflict
1458,,,49958,pok,,,30732,κούρη,,"Mädchen, Jungfrau; Augenstern",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,926,hom. ion. ,conflict
3451,,,85644,pok,,,66429,ῥύ̆ομαι,,"schirme, errette; halte fest, halte zurück",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2166,hom. ion. ,conflict
3249,,,81764,pok,,,62549,σός ,,dein,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2047,hom. ion. att.,conflict
3247,,,81728,pok,,,62513,σύ,,du,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2047,hom. ion. att. ,conflict
3134,,,79610,pok,,,60403,τάμνω,,schneide,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1979,hom. ion. dor. ,conflict
2261,,,63063,pok,,,43853,πτόλις,,"Burg, Stadt, Staat",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1466,hom. kypr. ,conflict
3249,,,81765,pok,,,62550,τεός,,dein,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2047,hom. lesb. dor. ,conflict
1581,,,52168,pok,,,32958,κρείων,,"edel, fürstlich, Herrscher",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1025,hom. poet.,conflict
560,,,30705,pok,,,11479,δόμεν ,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,361,hom. thess.,conflict
564,,,30825,pok,,,11599,δοῦναι,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,361,hom.-att. ,conflict
2226,,,62466,pok,,,43256,Pausō,,PN ,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1451,illyr. (messap.) ,conflict
523,,,29676,pok,,,10450,Dravos ,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,342,illyr.-pannon.,conflict
2200,,,62078,pok,,,42868,Osi,,VN ,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1431,illyr.-pannon.,conflict
2200,,,62079,pok,,,42869,Osones,,ON ,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1431,illyr.-pannon.,conflict
520,,,32675,pok,,,13449,θάρσος,,"Mut, Kühnheit",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,407,ion. altatt.,conflict
1698,,,53357,pok,,,34147,τέσσερες,,vier,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1097,ion. ark. hellen. ,conflict
2311,,,64173,pok,,,44963,πρός,,"noch dazu, überdies (Adv.); gegen - hin, zu, gegen (Präp.); an; nach einem Bereich hin; bei (in Schwüren); von - her, von",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1484,ion. att. lesb. ,conflict
1885,,,57576,pok,,,38366,μέζων,,größer,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1239,ion. dor. ark. ,conflict
1204,,,75212,pok,,,56002,ψήρ,,Star,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1839,ion. ep.,conflict
2362,,,66530,pok,,,47320,ὀργυιή,,Klafter,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1588,ion. ep. ,conflict
804,,,36845,pok,,,17619,ἔρσην,,männlich,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,507,ion. äol. kret. ,conflict
1425,,,49039,pok,,,29813,cnes,,Haut,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,905,ir. cymr. ,conflict
1023,,,41990,pok,,,22764,glan,,rein,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,636,ir. cymr. corn. bret.,conflict
1869,,,56639,pok,,,37429,mam ,,Mutter,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1203,ir. cymr. corn. bret.,conflict
3106,,,79382,pok,,,60172,*taḫša-,,"Pfeil, Bogen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1971,iran. (skyth.),conflict
190,,,22962,pok,,,3740,vār ,,regnen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,135,iran. av.,conflict
2368,,,65322,pok,,,46112,flas,,"Schinn, Schuppe",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1527,isl. aschwed.,conflict
424,,,27646,pok,,,8420,brok,,"steifes Gras, Borstengras",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,290,isl. norw.,conflict
1727,,,54170,pok,,,34960,lapa,,schlaff herabhängen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1124,isl. norw.,conflict
1733,,,54222,pok,,,35012,slapa,,schlaffherabhängen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1124,isl. norw.,conflict
3051,,,78664,pok,,,59454,svamla,,plätschern,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1932,isl. norw.,conflict
3051,,,78665,pok,,,59455,sumla,,plätschern,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1932,isl. norw.,conflict
2529,,,67667,pok,,,48457,rok,,"Stieben, Treiben, Sturm",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1625,isl. norw. ,conflict
1318,,,47157,pok,,,27931,havald,,Band,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,838,isl. norw. dial. ,conflict
415,,,25302,pok,,,6080,bulla,,"babbeln, schwatzen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,218,isl.-norw.,conflict
587,,,31345,pok,,,12119,deda,,Tante(?),,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,374,ital. (venet.),conflict
1336,,,47365,pok,,,28139,scaranto,,steiniger Bergbach,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,846,ital.-venezian. (ven.) ,conflict
1336,,,47366,pok,,,28140,caranto,,steiniger Bergbach,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,846,ital.-venezian. (ven.) ,conflict
291,,,24930,pok,,,5708,Boii,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,211,kelt.-ill.,conflict
2740,,,72773,pok,,,53563,cucullus ,,Kapuze,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1747,kelt.-lat. ,conflict
351,,,26282,pok,,,7060,Πέργαμος,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,238,kleinas. maked. kret.,conflict
996,,,41351,pok,,,22125,#NAME?,,(enklitisch Partikel),,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,622,klr. bulg. serb. ,conflict
1903,,,57208,pok,,,37998,μέστα,,bis,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1228,kret. kyren. ,conflict
1214,,,45905,pok,,,26679,ikra,,Scholle,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,776,ksl. russ.,conflict
1406,,,48741,pok,,,29515,komár,,Mücke,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,896,ksl. russ.,conflict
629,,,32361,pok,,,13135,θόρ-ναξ,,ὑποπόδιον ,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,398,kypr. lak.,conflict
666,,,33283,pok,,,14057,dischöl,,Teufel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,415,lad. eng.,conflict
691,,,33832,pok,,,14606,ἐγών-η,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,437,lak. tar. ,conflict
3520,,,19454,pok,,,232,ἀγνέω,,"führe, bringe",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,10,lak. ätol. kret.,conflict
848,,,37532,pok,,,18306,Vesuvius,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,533,lat. (osk.),conflict
2005,,,59042,pok,,,39832,mamphur,,ein Stück der Drehbank,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1289,lat. (osk.),conflict
219,,,23554,pok,,,4332,bl-ae-sus,,"lispelnd, lallend",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,149,lat. osk.,conflict
3282,,,82168,pok,,,62953,super,,"über, drüber (Präverb); über, über - hin, über - hinaus (Akk.), über’ (‘Abl.’ = Lok.) (Präp.)",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2067,lat. umbr.,conflict
2,,,19532,pok,,,310,ager,,Feld,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,10,lat. umbr. ,conflict
2879,,,74933,pok,,,55723,spelta,,Spelt,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1828,lat. vlat.,conflict
368,,,26695,pok,,,7469,#NAME?,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,248,lat.-fal.,conflict
483,,,28467,pok,,,9241,ἔνδοι ,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,318,lesb. dor.,conflict
729,,,34922,pok,,,15696,ἶρος,,"kräftig, rüstig",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,458,lesb. ion. ,conflict
94,,,21145,pok,,,1923,ὀν,,"auf, in die Höhe, entlang",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,78,lesb. thess. ark.,conflict
696,,,33877,pok,,,14651,ἴα,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,438,lesb. thess. hom. ,conflict
2972,,,76932,pok,,,57722,στάλλα,,Säule,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1885,lesb.-thess. ,conflict
714,,,34548,pok,,,15322,is,,aus,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,448,lett. apr.,conflict
1719,,,53976,pok,,,34766,labs,,gut,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1107,lett. apr.,conflict
2938,,,76101,pok,,,56891,stāt,,"sich stellen, treten",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1868,lett. apr. ,conflict
349,,Lith.samo.,26172,pok,,,6950,burgė́ti,,"brummen, zanken, unfreundlich sein",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,236,lit. (žem.),conflict
349,,Lith.samo.,26173,pok,,,6951,burgèsus,,Brummbart,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,236,lit. (žem.),conflict
2821,,Lith.samo.,74044,pok,,,54834,smagùs ,,schwer zu tragen oder zu ziehen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1798,lit. (žem.),conflict
786,,,36268,pok,,,17042,dievíe-p,,bei Gott,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,491,lit. dial. alit. ostlit.,conflict
786,,,36269,pok,,,17043,sūnaũs-pi,,zum Sohne,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,491,lit. dial. alit. ostlit.,conflict
2560,,,68238,pok,,,49028,sáulė,,Sonne,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1651,lit. lett.,conflict
2654,,,70257,pok,,,51047,sulà,,abfließender Baumsaft,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1701,lit. lett.,conflict
636,,Lith.samo.,32465,pok,,,13239,drúktas,,"dick, umfangreich, stark",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,398,lit. žem,conflict
636,,Lith.samo.,32466,pok,,,13240,driúktas ,,"dick, umfangreich, stark",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,398,lit. žem,conflict
4798,65,Lith.samo.,13269,nil,66,,4253,ašnìs,? *h₂ak̑-n-i-,"Schneide, aufkeimende Saat",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,lit. žem. dial.,conflict
2642,,,70076,pok,,,50866,Szar-upa,,FlN ,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1694,lit.-poln. ,conflict
950,,,40662,pok,,,21436,γράβιον ,,Fackel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,595,maked. (illyr.) ,conflict
1059,,,42992,pok,,,23766,herna,,saxa,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,664,mars. sabin.,conflict
2347,,,65011,pok,,,45801,patre,,Vater,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1516,mars.-lat.,conflict
666,,,33223,pok,,,13997,dupl’ь ,,"hohl, leicht",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,413,mbg. russ.-ksl. ,conflict
1914,,,57334,pok,,,38124,ment,,Größe,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1232,mbret. nbret.,conflict
2639,,,69951,pok,,,50741,hent,,Weg,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1691,mbret. nbret.,conflict
2305,,,64055,pok,,,44845,ra-,,(Präverb und Intensivpräfix),,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1484,mbret. nbret. ,conflict
3228,,,81309,pok,,,62094,teir,,drei,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2027,mcymr. bret.,conflict
1569,,,51954,pok,,,32744,gan,,"mit, bei, längs",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,998,mcymr. bret. ,conflict
3374,,,84190,pok,,,64975,guell ,,besser,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2127,mcymr. corn. bret. ,conflict
967,,,40866,pok,,,21640,caffael,,das Erlangen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,604,mcymr. cymr.,conflict
2291,,,63685,pok,,,44475,pump,,fünf,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1481,mcymr. nc.,conflict
491,,,28661,pok,,,9435,duw,,Gott,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,321,mcymr. ncymr.,conflict
1157,,,44748,pok,,,25522,krīgen,,"sich anstrengen, trachten, kämpfen, bekommen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,718,md. mnd.,conflict
2485,,,67158,pok,,,47948,rump,,Rumpf (*abgehacktes Stück),,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1612,md. mnd. ,conflict
526,,,29776,pok,,,10550,terren ,,zanken,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,343,mengl. mnd.,conflict
775,,,36006,pok,,,16780,nēre,,Niere,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,484,mengl. mnd.,conflict
904,,,38754,pok,,,19528,knagge,,"Knorren, dickes Stück",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,564,mengl. mnd. ,conflict
2767,,,73037,pok,,,53827,schokken,,stoßen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1753,mengl. mnl.,conflict
3440,,,85505,pok,,,66290,wrikken,,"hin und her drehen, rütteln, wackeln",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2162,mengl. nd. ndl. ,conflict
239,,,23910,pok,,,4688,podde,,Kröte,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,168,mengl. ndd. ,conflict
431,,,27716,pok,,,8490,brink,,"Rand, Kante, Ufer",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,292,mengl. nengl.,conflict
640,,,32547,pok,,,13321,dirt,,"Dreck, Kot",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,401,mengl. nengl.,conflict
244,,,23985,pok,,,4763,big,,"dick, groß, aufgeblasen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,168,mengl. nengl. ,conflict
2998,,,77405,pok,,,58195,to struggle,,"sich abmühen, kämpfen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1889,mengl. nengl. ,conflict
85,,,21005,pok,,,1783,ana,,πότνια,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,75,messap. illyr.,conflict
2699,,,70850,pok,,,51640,schief,,schief,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1719,mhd. (md. nd.),conflict
128,,,21722,pok,,,2500,uover,,Ufer,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,100,mhd. (md.),conflict
2787,,,73452,pok,,,54242,slumen,,schlummern,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1775,mhd. (md.),conflict
2787,,,73453,pok,,,54243,slummern,,schlummern,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1775,mhd. (md.),conflict
2672,,,70555,pok,,,51345,schīr,,lauter,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1713,mhd. (md.) ,conflict
521,,,29631,pok,,,10405,treppe,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,342,mhd. (nd.),conflict
521,,,29632,pok,,,10406,trappe,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,342,mhd. (nd.),conflict
521,,,29640,pok,,,10414,trampeln,,derb auftreten,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,342,mhd. (ndd.),conflict
422,,,27627,pok,,,8401,brach ,,"Krach, Lärm",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,289,mhd. ags.,conflict
3243,,,81671,pok,,,62456,drőschel,,Drossel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2042,mhd. bair.,conflict
937,,,40011,pok,,,20785,kribeln,,kitzeln (von der Sinuenlust),,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,578,mhd. md. ,conflict
2762,,,72975,pok,,,53765,schiuren,,"scheuern, reinigen, fegen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1751,mhd. md. ,conflict
2762,,,72976,pok,,,53766,schūren ,,"scheuern, reinigen, fegen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1751,mhd. md. ,conflict
113,,,21461,pok,,,2239,enkel,,Knöchel am Fuß,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,88,mhd. mnd.,conflict
145,,,22023,pok,,,2801,rām,,Ziel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,103,mhd. mnd.,conflict
277,,,24774,pok,,,5552,bungen,,trommeln,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,204,mhd. mnd.,conflict
937,,,39853,pok,,,20627,krūs,,"kraus, lockig",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,575,mhd. mnd.,conflict
1103,,,43684,pok,,,24458,grummen,,"brummen, murren",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,694,mhd. mnd.,conflict
3057,,,78708,pok,,,59498,swanc,,"biegsam, schlank, fein, schmächtig",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1935,mhd. mnd.,conflict
1058,,,42943,pok,,,23717,garst,,"verdorben, ranzig",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,662,mhd. mnd. ,conflict
1136,,,44375,pok,,,25149,kīl ,,Keil,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,711,mhd. mnd. ,conflict
2705,,,71030,pok,,,51820,schelm(e),,Bösewicht,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1721,mhd. mnd. ,conflict
1402,,,71310,pok,,,52100,schinden,,"enthäuten, ausplündern, mißhandeln",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1729,mhd. mnd. ,conflict
2917,,,75761,pok,,,56551,vlins,,"Kiesel, harter Stein",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1852,mhd. mnd. ,conflict
2998,,,77558,pok,,,58348,strieme,,"Streifen, Strahl",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1892,mhd. mnl.,conflict
2025,,,59356,pok,,,40146,mursch,,morsch,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1295,mhd. nd. ,conflict
2025,,,59357,pok,,,40147,murs,,morsch,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1295,mhd. nd. ,conflict
2368,,,65279,pok,,,46069,flunder,,Flunder,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1526,mhd. nd. ,conflict
840,,,37416,pok,,,18190,waste,,Wüste,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,527,mhd. nengl. ,conflict
72,,,20769,pok,,,1547,Alp,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,60,mhd. nhd.,conflict
504,,,29050,pok,,,9824,hundert ,,Großhundert (120),,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,327,mhd. nhd.,conflict
895,,,38195,pok,,,18969,Klammer,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,554,mhd. nhd.,conflict
1008,,,41596,pok,,,22370,gaffen ,,mit offenem Munde anschauen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,624,mhd. nhd.,conflict
1618,,,52468,pok,,,33258,serben,,"verdorren, welk werden",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1050,mhd. nhd.,conflict
2149,,,61395,pok,,,42185,nū̆,,"jetzt, nun",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1393,mhd. nhd.,conflict
2672,,,70503,pok,,,51293,heie,,"Schlägel, hölzerner Hammer, Ramme",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1712,mhd. nhd.,conflict
2699,,,70874,pok,,,51664,geschehen,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1720,mhd. nhd.,conflict
2766,,,73013,pok,,,53803,schupfen,,schupfen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1753,mhd. nhd.,conflict
2767,,,73085,pok,,,53875,schützen,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1755,mhd. nhd.,conflict
2900,,,75370,pok,,,56160,spreiten,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1843,mhd. nhd.,conflict
3401,,,84921,pok,,,65706,wanken,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2142,mhd. nhd.,conflict
121,,,21569,pok,,,2347,ent-,,"ant-, ent-",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,93,mhd. nhd. ,conflict
321,,,25397,pok,,,6175,blinken,,blinzeln ,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,221,mhd. nhd. ,conflict
726,,,34794,pok,,,15568,ei,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,452,mhd. nhd. ,conflict
371,,,39782,pok,,,20556,Krume,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,575,mhd. nhd. ,conflict
942,,,40186,pok,,,20960,Kober,,Korb,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,580,mhd. nhd. ,conflict
953,,,40691,pok,,,21465,kratzen,,kratzen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,596,mhd. nhd. ,conflict
1035,,,42303,pok,,,23077,glotzen,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,636,mhd. nhd. ,conflict
1087,,,43497,pok,,,24271,Garbe,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,688,mhd. nhd. ,conflict
1316,,,47130,pok,,,27904,heben,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,838,mhd. nhd. ,conflict
1404,,,48721,pok,,,29495,hummen,,summen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,896,mhd. nhd. ,conflict
1494,,,50643,pok,,,31433,hüpfen,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,949,mhd. nhd. ,conflict
1584,,,52204,pok,,,32994,ragen,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1029,mhd. nhd. ,conflict
1584,,,52207,pok,,,32997,regen,,"ragen machen, aufrichten",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1029,mhd. nhd. ,conflict
1719,,,53955,pok,,,34745,lappen,,"lecken, schlürfen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1106,mhd. nhd. ,conflict
2057,,,60045,pok,,,40835,murren,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1326,mhd. nhd. ,conflict
2529,,,67792,pok,,,48582,Rüster,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1628,mhd. nhd. ,conflict
2662,,,70362,pok,,,51152,sieden,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1704,mhd. nhd. ,conflict
1402,,,71350,pok,,,52140,Schenkel,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1731,mhd. nhd. ,conflict
2735,,,72006,pok,,,52796,scharte,,Bruchstück,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1737,mhd. nhd. ,conflict
2740,,,72638,pok,,,53428,raffen,,raffen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1741,mhd. nhd. ,conflict
2998,,,77432,pok,,,58222,strotzen,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1889,mhd. nhd. ,conflict
3006,,,77846,pok,,,58636,stocken,,steif werden,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1898,mhd. nhd. ,conflict
3006,,,77901,pok,,,58691,stutzen,,"mit den Hörnern Stoßen, plötzlich stillestehen, zurückprallen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1898,mhd. nhd. ,conflict
3317,,,82855,pok,,,63640,wickeln,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2100,mhd. nhd. ,conflict
3355,,,83759,pok,,,64544,wechseln,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2115,mhd. nhd. ,conflict
3362,,,83929,pok,,,64714,wischen,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2119,mhd. nhd. ,conflict
2833,,,74196,pok,,,54986,nuofer ,,"munter, frisch, nüchtern",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1802,mhd. nhd. alem.,conflict
3265,,,81932,pok,,,62717,drumeln,,"sich im Wirbel drehen, taumeln",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2056,mhd. nhd. dial.,conflict
3265,,,81935,pok,,,62720,durmel,,"Schwindel, Taumel, Wirbel",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2056,mhd. nhd. dial.,conflict
3265,,,81936,pok,,,62721,dürmel,,"Schwindel, Taumel, Wirbel",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2056,mhd. nhd. dial.,conflict
922,,,39304,pok,,,20078,kanker ,,Spinne,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,569,mhd. nhd. dial. ,conflict
1826,,,55669,pok,,,36459,laffe,,"flache Hand, Schulter",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1171,mhd. nhd. dial. ,conflict
